core	age_calkaBP	d18Obenth	d18Ow	sealevel
1338 Drury	6656.23	2.46	0.19	-11.58
1338 Drury	6659.23	2.30	0.03	-1.75
1338 Drury	6662.23	2.30	0.03	-1.75
1338 Drury	6665.23	2.34	0.07	-4.22
1338 Drury	6668.23	2.57	0.30	-18.38
1338 Drury	6671.23	2.60	0.33	-20.24
1338 Drury	6674.23	2.40	0.13	-7.94
1338 Drury	6677.23	2.32	0.05	-3.02
1338 Drury	6680.23	2.53	0.26	-15.95
1338 Drury	6683.23	2.36	0.09	-5.50
1338 Drury	6686.23	2.38	0.11	-6.74
1338 Drury	6689.23	2.31	0.04	-2.44
1338 Drury	6692.23	2.44	0.17	-10.45
1338 Drury	6695.23	2.42	0.15	-9.22
1338 Drury	6698.23	2.28	0.01	-0.62
1338 Drury	6701.23	2.37	0.10	-6.16
1338 Drury	6704.24	2.28	0.01	-0.62
1338 Drury	6707.24	2.28	0.01	-0.62
1338 Drury	6710.24	2.25	-0.02	1.23
1338 Drury	6713.24	2.34	0.07	-4.31
1338 Drury	6716.24	2.27	0.00	-0.01
1338 Drury	6719.24	2.40	0.13	-8.01
1338 Drury	6722.24	2.32	0.05	-3.08
1338 Drury	6725.24	2.32	0.05	-3.08
1338 Drury	6728.24	2.22	-0.05	3.07
1338 Drury	6731.24	2.28	0.01	-0.62
1338 Drury	6734.24	2.34	0.07	-4.31
1338 Drury	6737.24	2.31	0.04	-2.47
1338 Drury	6740.24	2.43	0.16	-9.85
1338 Drury	6743.24	2.38	0.11	-6.77
1338 Drury	6746.24	2.27	0.00	-0.01
1338 Drury	6749.24	2.32	0.05	-3.08
1338 Drury	6752.24	2.37	0.10	-6.16
1338 Drury	6755.24	2.38	0.11	-6.77
1338 Drury	6758.24	2.19	-0.08	4.92
1338 Drury	6761.24	2.18	-0.09	5.53
1338 Drury	6764.24	2.23	-0.04	2.46
1338 Drury	6767.24	2.50	0.23	-14.16
1338 Drury	6770.24	2.47	0.20	-12.31
1338 Drury	6773.25	2.31	0.04	-2.47
1338 Drury	6776.25	2.38	0.11	-6.77
1338 Drury	6779.25	2.48	0.21	-12.93
1338 Drury	6782.25	2.52	0.25	-15.39
1338 Drury	6785.25	2.49	0.22	-13.54
1338 Drury	6788.25	2.43	0.16	-9.85
1338 Drury	6791.25	2.47	0.20	-12.31
1338 Drury	6794.25	2.40	0.13	-8.01
1338 Drury	6797.25	2.34	0.07	-4.31
1338 Drury	6800.25	2.41	0.14	-8.62
1338 Drury	6803.25	2.43	0.16	-9.84
1338 Drury	6806.25	2.62	0.35	-21.53
1338 Drury	6809.25	2.61	0.34	-20.90
1338 Drury	6812.25	2.35	0.08	-4.90
1338 Drury	6815.25	2.49	0.22	-13.50
1338 Drury	6818.25	2.57	0.30	-18.42
1338 Drury	6821.25	2.40	0.13	-7.95
1338 Drury	6824.25	2.29	0.02	-1.17
1338 Drury	6827.25	2.35	0.08	-4.86
1338 Drury	6830.25	2.48	0.21	-12.85
1338 Drury	6833.25	2.38	0.11	-6.69
1338 Drury	6836.25	2.32	0.05	-2.99
1338 Drury	6839.25	2.53	0.26	-15.90
1338 Drury	6842.26	2.38	0.11	-6.67
1338 Drury	6845.26	2.27	0.00	0.11
1338 Drury	6848.26	2.31	0.04	-2.34
1338 Drury	6851.26	2.33	0.06	-3.56
1338 Drury	6854.26	2.47	0.20	-12.17
1338 Drury	6857.26	2.46	0.19	-11.55
1338 Drury	6860.26	2.41	0.14	-8.46
1338 Drury	6863.26	2.38	0.11	-6.61
1338 Drury	6866.26	2.35	0.08	-4.76
1338 Drury	6869.26	2.30	0.03	-1.67
1338 Drury	6872.26	2.46	0.19	-11.51
1338 Drury	6875.26	2.45	0.18	-10.89
1338 Drury	6878.26	2.33	0.06	-3.50
1338 Drury	6881.26	2.36	0.09	-5.33
1338 Drury	6884.26	2.40	0.13	-7.79
1338 Drury	6887.26	2.47	0.20	-12.09
1338 Drury	6890.26	2.38	0.11	-6.54
1338 Drury	6893.26	2.47	0.20	-12.07
1338 Drury	6896.26	2.39	0.12	-7.14
1338 Drury	6899.26	2.34	0.07	-4.06
1338 Drury	6902.26	2.36	0.09	-5.28
1338 Drury	6905.26	2.29	0.02	-0.97
1338 Drury	6908.27	2.36	0.09	-5.27
1338 Drury	6911.27	2.36	0.09	-5.27
1338 Drury	6914.27	2.36	0.09	-5.27
1338 Drury	6917.27	2.41	0.14	-8.34
1338 Drury	6920.27	2.39	0.12	-7.11
1338 Drury	6923.27	2.35	0.08	-4.64
1338 Drury	6926.27	2.37	0.10	-5.87
1338 Drury	6929.27	2.27	0.00	0.29
1338 Drury	6932.27	2.45	0.18	-10.78
1338 Drury	6935.27	2.49	0.22	-13.24
1338 Drury	6938.27	2.45	0.18	-10.77
1338 Drury	6941.27	2.37	0.10	-5.85
1338 Drury	6944.27	2.46	0.18	-11.38
1338 Drury	6947.27	2.36	0.08	-5.22
1338 Drury	6950.27	2.38	0.10	-6.45
1338 Drury	6953.27	2.46	0.18	-11.37
1338 Drury	6956.27	2.30	0.02	-1.52
1338 Drury	6959.27	2.36	0.08	-5.21
1338 Drury	6962.27	2.25	-0.03	1.56
1338 Drury	6965.27	2.30	0.02	-1.51
1338 Drury	6968.27	2.03	-0.25	15.11
1338 Drury	6971.27	2.10	-0.18	10.81
1338 Drury	6974.27	2.26	-0.02	0.96
1338 Drury	6977.28	2.36	0.08	-5.19
1338 Drury	6980.28	2.43	0.15	-9.49
1338 Drury	6983.28	2.49	0.21	-13.18
1338 Drury	6986.28	2.32	0.04	-2.71
1338 Drury	6989.28	2.29	0.01	-0.86
1338 Drury	6992.28	2.34	0.06	-3.93
1338 Drury	6995.28	2.14	-0.14	8.38
1338 Drury	6998.28	2.22	-0.06	3.46
1338 Drury	7001.28	2.37	0.09	-5.78
1338 Drury	7004.28	2.32	0.04	-2.72
1338 Drury	7007.28	2.44	0.16	-10.12
1338 Drury	7010.28	2.37	0.09	-5.82
1338 Drury	7013.28	2.39	0.11	-7.07
1338 Drury	7016.28	2.41	0.14	-8.32
1338 Drury	7019.28	2.30	0.03	-1.56
1338 Drury	7022.28	2.45	0.18	-10.81
1338 Drury	7025.28	2.19	-0.08	5.18
1338 Drury	7028.28	2.24	-0.03	2.08
1338 Drury	7031.28	2.54	0.27	-16.39
1338 Drury	7034.28	2.34	0.07	-4.10
1338 Drury	7037.28	2.40	0.13	-7.81
1338 Drury	7040.28	2.36	0.09	-5.36
1338 Drury	7043.28	2.31	0.04	-2.30
1338 Drury	7046.29	2.39	0.12	-7.24
1338 Drury	7049.29	2.20	-0.07	4.44
1338 Drury	7052.29	2.41	0.14	-8.50
1338 Drury	7055.29	2.74	0.47	-28.83
1338 Drury	7058.29	2.31	0.04	-2.38
1338 Drury	7061.29	2.29	0.02	-1.17
1338 Drury	7064.29	2.46	0.19	-11.64
1338 Drury	7067.29	2.24	-0.03	1.88
1338 Drury	7070.29	2.25	-0.02	1.25
1338 Drury	7073.29	2.35	0.08	-4.92
1338 Drury	7076.29	2.11	-0.16	9.83
1338 Drury	7079.29	2.47	0.20	-12.34
1338 Drury	7082.29	2.32	0.05	-3.12
1338 Drury	7085.29	2.23	-0.04	2.40
1338 Drury	7088.29	2.22	-0.05	3.00
1338 Drury	7091.29	2.26	-0.01	0.53
1338 Drury	7094.29	2.57	0.30	-18.57
1338 Drury	7097.29	2.51	0.24	-14.89
1338 Drury	7100.29	2.35	0.08	-5.06
1338 Drury	7103.29	2.38	0.11	-6.94
1338 Drury	7106.29	2.40	0.13	-8.21
1338 Drury	7109.29	2.42	0.15	-9.47
1338 Drury	7112.29	2.45	0.18	-11.35
1338 Drury	7115.30	2.48	0.22	-13.24
1338 Drury	7118.30	2.50	0.24	-14.50
1338 Drury	7121.30	2.52	0.26	-15.77
1338 Drury	7124.30	2.56	0.30	-18.26
1338 Drury	7127.30	2.59	0.33	-20.14
1338 Drury	7130.30	2.53	0.27	-16.49
1338 Drury	7133.30	2.43	0.17	-10.37
1338 Drury	7136.30	2.37	0.11	-6.71
1338 Drury	7139.30	2.48	0.22	-13.51
1338 Drury	7142.30	2.56	0.30	-18.47
1338 Drury	7145.30	2.53	0.27	-16.66
1338 Drury	7148.30	2.32	0.06	-3.77
1338 Drury	7151.30	2.27	0.01	-0.73
1338 Drury	7154.30	2.33	0.07	-4.46
1338 Drury	7157.30	2.26	0.00	-0.19
1338 Drury	7160.30	2.29	0.03	-2.07
1338 Drury	7163.30	2.30	0.04	-2.72
1338 Drury	7166.30	2.30	0.04	-2.75
1338 Drury	7169.30	2.27	0.02	-0.94
1338 Drury	7172.30	2.21	-0.04	2.72
1338 Drury	7175.30	2.23	-0.02	1.45
1338 Drury	7178.30	2.40	0.15	-9.05
1338 Drury	7181.30	2.77	0.52	-31.85
1338 Drury	7184.31	2.27	0.02	-1.12
1338 Drury	7187.31	2.32	0.07	-4.23
1338 Drury	7190.31	2.26	0.01	-0.57
1338 Drury	7193.31	2.29	0.04	-2.45
1338 Drury	7196.31	2.22	-0.03	1.82
1338 Drury	7199.31	2.04	-0.21	12.86
1338 Drury	7202.31	2.24	-0.01	0.51
1338 Drury	7205.31	2.10	-0.15	9.07
1338 Drury	7208.31	2.05	-0.20	12.10
1338 Drury	7211.31	2.33	0.08	-5.18
1338 Drury	7214.31	2.14	-0.10	6.46
1338 Drury	7217.31	2.25	0.01	-0.36
1338 Drury	7220.31	2.37	0.13	-7.79
1338 Drury	7223.31	2.42	0.18	-10.92
1338 Drury	7226.31	2.41	0.17	-10.36
1338 Drury	7229.31	2.22	-0.02	1.29
1338 Drury	7232.31	2.16	-0.08	4.93
1338 Drury	7235.31	2.17	-0.07	4.26
1338 Drury	7238.31	2.23	-0.01	0.52
1338 Drury	7241.31	2.41	0.17	-10.61
1338 Drury	7244.31	2.13	-0.11	6.57
1338 Drury	7247.31	2.24	0.00	-0.25
1338 Drury	7250.31	2.18	-0.06	3.39
1338 Drury	7253.32	2.34	0.11	-6.50
1338 Drury	7256.32	2.48	0.25	-15.17
1338 Drury	7259.32	2.43	0.20	-12.14
1338 Drury	7262.32	2.44	0.21	-12.81
1338 Drury	7265.32	2.52	0.29	-17.78
1338 Drury	7268.32	2.40	0.17	-10.45
1338 Drury	7271.32	2.25	0.02	-1.27
1338 Drury	7274.32	2.48	0.25	-15.47
1338 Drury	7277.32	2.49	0.26	-16.14
1338 Drury	7280.32	2.18	-0.05	2.89
1338 Drury	7283.32	2.08	-0.15	8.99
1338 Drury	7286.32	2.21	-0.02	0.94
1338 Drury	7289.32	2.37	0.15	-8.95
1338 Drury	7292.32	2.44	0.22	-13.31
1338 Drury	7295.32	2.28	0.06	-3.52
1338 Drury	7298.32	2.40	0.18	-10.95
1338 Drury	7301.32	2.44	0.22	-13.46
1338 Drury	7304.32	2.56	0.34	-20.89
1338 Drury	7307.32	2.42	0.20	-12.32
1338 Drury	7310.32	2.36	0.14	-8.68
1338 Drury	7313.32	2.28	0.06	-3.80
1338 Drury	7316.32	2.10	-0.12	7.23
1338 Drury	7319.32	2.08	-0.14	8.41
1338 Drury	7322.33	2.09	-0.13	7.75
1338 Drury	7325.33	2.21	-0.01	0.32
1338 Drury	7328.33	2.07	-0.14	8.89
1338 Drury	7331.33	2.25	0.04	-2.23
1338 Drury	7334.33	2.43	0.22	-13.36
1338 Drury	7337.33	2.38	0.17	-10.33
1338 Drury	7340.33	2.34	0.13	-7.91
1338 Drury	7343.33	2.54	0.33	-20.27
1338 Drury	7346.33	2.34	0.13	-8.01
1338 Drury	7349.33	2.27	0.06	-3.74
1338 Drury	7352.33	2.34	0.13	-8.10
1338 Drury	7355.33	2.28	0.07	-4.45
1338 Drury	7358.33	1.96	-0.25	15.19
1338 Drury	7361.33	2.16	-0.05	2.84
1338 Drury	7364.33	2.41	0.20	-12.59
1338 Drury	7367.33	2.28	0.08	-4.64
1338 Drury	7370.33	2.29	0.09	-5.30
1338 Drury	7373.33	2.32	0.12	-7.19
1338 Drury	7376.33	2.21	0.01	-0.47
1338 Drury	7379.33	2.30	0.10	-6.06
1338 Drury	7382.33	2.36	0.16	-9.79
1338 Drury	7385.33	2.20	0.00	0.01
1338 Drury	7388.34	2.30	0.10	-6.20
1338 Drury	7391.34	2.38	0.18	-11.16
1338 Drury	7394.34	2.15	-0.05	2.94
1338 Drury	7397.34	2.09	-0.11	6.59
1338 Drury	7400.34	2.13	-0.07	4.08
1338 Drury	7403.34	2.30	0.10	-6.42
1338 Drury	7406.34	2.20	0.01	-0.31
1338 Drury	7409.34	2.33	0.14	-8.36
1338 Drury	7412.34	2.32	0.13	-7.78
1338 Drury	7415.34	2.30	0.11	-6.59
1338 Drury	7418.34	2.11	-0.08	5.06
1338 Drury	7421.34	2.11	-0.08	5.01
1338 Drury	7424.34	2.16	-0.03	1.89
1338 Drury	7427.34	2.29	0.10	-6.15
1338 Drury	7430.34	2.12	-0.07	4.27
1338 Drury	7433.34	2.17	-0.02	1.15
1338 Drury	7436.34	2.27	0.08	-5.05
1338 Drury	7439.34	2.11	-0.08	4.76
1338 Drury	7442.34	2.15	-0.04	2.25
1338 Drury	7445.34	2.24	0.05	-3.33
1338 Drury	7448.34	2.27	0.08	-5.22
1338 Drury	7451.34	2.37	0.19	-11.41
1338 Drury	7454.34	2.35	0.17	-10.23
1338 Drury	7457.35	2.29	0.11	-6.58
1338 Drury	7460.35	2.31	0.13	-7.85
1338 Drury	7463.35	2.34	0.16	-9.74
1338 Drury	7466.35	2.34	0.16	-9.78
1338 Drury	7469.35	2.28	0.10	-6.13
1338 Drury	7472.35	2.23	0.05	-3.10
1338 Drury	7475.35	2.24	0.06	-3.76
1338 Drury	7478.35	2.25	0.07	-4.41
1338 Drury	7481.35	2.27	0.09	-5.69
1338 Drury	7484.35	2.31	0.13	-8.19
1338 Drury	7487.35	2.36	0.18	-11.31
1338 Drury	7490.35	2.40	0.22	-13.81
1338 Drury	7493.35	2.41	0.24	-14.47
1338 Drury	7496.35	2.37	0.20	-12.05
1338 Drury	7499.35	2.33	0.16	-9.64
1338 Drury	7502.35	2.29	0.12	-7.21
1338 Drury	7505.35	2.26	0.09	-5.39
1338 Drury	7508.35	2.27	0.10	-6.04
1338 Drury	7511.35	2.25	0.08	-4.84
1338 Drury	7514.35	2.20	0.03	-1.79
1338 Drury	7517.35	2.22	0.05	-3.05
1338 Drury	7520.35	2.16	-0.01	0.61
1338 Drury	7523.35	2.05	-0.12	7.34
1338 Drury	7526.36	1.97	-0.20	12.24
1338 Drury	7529.36	2.15	-0.02	1.13
1338 Drury	7532.36	2.31	0.14	-8.75
1338 Drury	7535.36	2.18	0.01	-0.78
1338 Drury	7538.36	2.30	0.13	-8.20
1338 Drury	7541.36	2.26	0.09	-5.76
1338 Drury	7544.36	2.23	0.06	-3.95
1338 Drury	7547.36	2.32	0.15	-9.52
1338 Drury	7550.36	2.47	0.31	-18.78
1338 Drury	7553.36	2.42	0.26	-15.73
1338 Drury	7556.36	2.29	0.13	-7.77
1338 Drury	7559.36	2.28	0.12	-7.18
1338 Drury	7562.36	2.36	0.20	-12.14
1338 Drury	7565.36	2.21	0.05	-2.94
1338 Drury	7568.36	2.03	-0.13	8.11
1338 Drury	7571.36	2.05	-0.11	6.85
1338 Drury	7574.36	2.15	-0.01	0.66
1338 Drury	7577.36	2.11	-0.05	3.09
1338 Drury	7580.36	2.17	0.01	-0.63
1338 Drury	7583.36	2.22	0.06	-3.74
1338 Drury	7586.36	2.42	0.26	-16.08
1338 Drury	7589.36	2.39	0.23	-14.26
1338 Drury	7592.36	2.43	0.27	-16.75
1338 Drury	7595.37	2.31	0.15	-9.40
1338 Drury	7598.37	2.39	0.23	-14.35
1338 Drury	7601.37	2.46	0.30	-18.70
1338 Drury	7604.37	2.41	0.25	-15.66
1338 Drury	7607.37	2.32	0.17	-10.16
1338 Drury	7610.37	2.23	0.08	-4.66
1338 Drury	7613.37	2.16	0.01	-0.39
1338 Drury	7616.37	2.17	0.02	-1.04
1338 Drury	7619.37	2.23	0.08	-4.78
1338 Drury	7622.37	2.32	0.17	-10.35
1338 Drury	7625.37	2.38	0.23	-14.08
1338 Drury	7628.37	2.42	0.27	-16.58
1338 Drury	7631.37	2.38	0.23	-14.16
1338 Drury	7634.37	2.44	0.29	-17.89
1338 Drury	7637.37	2.51	0.36	-22.24
1338 Drury	7640.37	2.47	0.32	-19.82
1338 Drury	7643.37	2.38	0.23	-14.32
1338 Drury	7646.37	2.39	0.24	-14.97
1338 Drury	7649.37	2.43	0.28	-17.47
1338 Drury	7652.37	2.43	0.28	-17.51
1338 Drury	7655.37	2.42	0.28	-16.93
1338 Drury	7658.37	2.42	0.28	-16.97
1338 Drury	7661.37	2.36	0.22	-13.32
1338 Drury	7664.38	2.28	0.14	-8.43
1338 Drury	7667.38	2.35	0.21	-12.78
1338 Drury	7670.38	2.41	0.27	-16.51
1338 Drury	7673.38	2.42	0.28	-17.17
1338 Drury	7676.38	2.41	0.27	-16.59
1338 Drury	7679.38	2.42	0.28	-17.24
1338 Drury	7682.38	2.46	0.32	-19.74
1338 Drury	7685.38	2.45	0.31	-19.17
1338 Drury	7688.38	2.43	0.29	-17.98
1338 Drury	7691.38	2.45	0.31	-19.24
1338 Drury	7694.38	2.55	0.41	-25.44
1338 Drury	7697.38	2.56	0.42	-26.09
1338 Drury	7700.38	2.42	0.28	-17.52
1338 Drury	7703.38	2.28	0.15	-8.94
1338 Drury	7706.38	2.27	0.14	-8.37
1338 Drury	7709.38	2.34	0.21	-12.72
1338 Drury	7712.38	2.37	0.24	-14.61
1338 Drury	7715.38	2.40	0.27	-16.50
1338 Drury	7718.38	2.28	0.15	-9.16
1338 Drury	7721.38	2.26	0.13	-7.97
1338 Drury	7724.38	2.34	0.21	-12.93
1338 Drury	7727.38	2.24	0.11	-6.82
1338 Drury	7730.38	2.23	0.10	-6.25
1338 Drury	7733.39	2.32	0.19	-11.83
1338 Drury	7736.39	2.46	0.33	-20.49
1338 Drury	7739.39	2.43	0.30	-18.69
1338 Drury	7742.39	2.27	0.14	-8.88
1338 Drury	7745.39	2.23	0.11	-6.46
1338 Drury	7748.39	2.37	0.25	-15.12
1338 Drury	7751.39	2.42	0.30	-18.24
1338 Drury	7754.39	2.34	0.22	-13.36
1338 Drury	7757.39	2.25	0.13	-7.86
1338 Drury	7760.39	2.19	0.07	-4.21
1338 Drury	7763.39	2.19	0.07	-4.26
1338 Drury	7766.39	2.24	0.12	-7.38
1338 Drury	7769.39	2.31	0.19	-11.73
1338 Drury	7772.39	2.30	0.18	-11.15
1338 Drury	7775.39	2.20	0.08	-5.04
1338 Drury	7778.39	2.19	0.07	-4.47
1338 Drury	7781.39	2.28	0.16	-10.05
1338 Drury	7784.39	2.28	0.16	-10.09
1338 Drury	7787.39	2.17	0.05	-3.37
1338 Drury	7790.39	2.29	0.18	-10.80
1338 Drury	7793.39	2.46	0.35	-21.30
1338 Drury	7796.39	2.52	0.41	-25.03
1338 Drury	7799.39	2.55	0.44	-26.92
1338 Drury	7802.40	2.58	0.47	-28.82
1338 Drury	7805.40	2.44	0.33	-20.25
1338 Drury	7808.40	2.37	0.26	-15.99
1338 Drury	7811.40	2.40	0.29	-17.88
1338 Drury	7814.40	2.41	0.30	-18.54
1338 Drury	7817.40	2.40	0.29	-17.97
1338 Drury	7820.40	2.41	0.30	-18.63
1338 Drury	7823.40	2.42	0.31	-19.30
1338 Drury	7826.40	2.39	0.28	-17.50
1338 Drury	7829.40	2.29	0.19	-11.39
1338 Drury	7832.40	2.20	0.10	-5.90
1338 Drury	7835.40	2.21	0.11	-6.56
1338 Drury	7838.40	2.33	0.23	-13.99
1338 Drury	7841.40	2.45	0.35	-21.42
1338 Drury	7844.40	2.51	0.41	-25.16
1338 Drury	7847.40	2.46	0.36	-22.13
1338 Drury	7850.40	2.38	0.28	-17.25
1338 Drury	7853.40	2.31	0.21	-12.99
1338 Drury	7856.40	2.21	0.11	-6.88
1338 Drury	7859.40	2.11	0.01	-0.78
1338 Drury	7862.40	2.27	0.17	-10.67
1338 Drury	7865.40	2.22	0.12	-7.64
1338 Drury	7868.41	2.27	0.17	-10.76
1338 Drury	7871.41	2.38	0.29	-17.58
1338 Drury	7874.41	2.43	0.34	-20.70
1338 Drury	7877.41	2.45	0.36	-21.98
1338 Drury	7880.41	2.33	0.24	-14.64
1338 Drury	7883.41	2.37	0.28	-17.15
1338 Drury	7886.41	2.40	0.31	-19.04
1338 Drury	7889.41	2.39	0.30	-18.47
1338 Drury	7892.41	2.36	0.27	-16.67
1338 Drury	7895.41	2.39	0.30	-18.57
1338 Drury	7898.41	2.41	0.32	-19.84
1338 Drury	7901.41	2.35	0.26	-16.19
1338 Drury	7904.41	2.30	0.21	-13.16
1338 Drury	7907.41	2.29	0.20	-12.58
1338 Drury	7910.41	2.29	0.21	-12.62
1338 Drury	7913.41	2.28	0.20	-12.04
1338 Drury	7916.41	2.33	0.25	-15.16
1338 Drury	7919.41	2.47	0.39	-23.81
1338 Drury	7922.41	2.60	0.52	-31.85
1338 Drury	7925.41	2.73	0.65	-39.89
1338 Drury	7928.41	2.81	0.73	-44.85
1338 Drury	7931.41	2.77	0.69	-42.43
1338 Drury	7934.41	2.72	0.64	-39.39
1338 Drury	7937.42	2.68	0.60	-36.97
1338 Drury	7940.42	2.63	0.55	-33.93
1338 Drury	7943.42	2.59	0.51	-31.51
1338 Drury	7946.42	2.55	0.47	-29.08
1338 Drury	7949.42	2.51	0.43	-26.66
1338 Drury	7952.42	2.48	0.40	-24.85
1338 Drury	7955.42	2.46	0.38	-23.66
1338 Drury	7958.42	2.43	0.36	-21.85
1338 Drury	7961.42	2.41	0.34	-20.66
1338 Drury	7964.42	2.39	0.32	-19.47
1338 Drury	7967.42	2.39	0.32	-19.51
1338 Drury	7970.42	2.45	0.38	-23.24
1338 Drury	7973.42	2.52	0.45	-27.59
1338 Drury	7976.42	2.58	0.51	-31.32
1338 Drury	7979.42	2.63	0.56	-34.43
1338 Drury	7982.42	2.58	0.51	-31.40
1338 Drury	7985.42	2.51	0.44	-27.13
1338 Drury	7988.42	2.44	0.37	-22.86
1338 Drury	7991.42	2.37	0.30	-18.59
1338 Drury	7994.42	2.36	0.29	-18.01
1338 Drury	7997.42	2.37	0.30	-18.67
1338 Drury	8000.42	2.37	0.30	-18.70
1338 Drury	8003.42	2.38	0.31	-19.33
1338 Drury	8006.43	2.41	0.34	-21.19
1338 Drury	8009.43	2.45	0.38	-23.67
1338 Drury	8012.43	2.49	0.42	-26.15
1338 Drury	8015.43	2.53	0.47	-28.63
1338 Drury	8018.43	2.51	0.45	-27.41
1338 Drury	8021.43	2.40	0.34	-20.66
1338 Drury	8024.43	2.29	0.23	-13.90
1338 Drury	8027.43	2.18	0.12	-7.15
1338 Drury	8030.43	2.12	0.06	-3.47
1338 Drury	8033.43	2.18	0.12	-7.18
1146 Holbourn	8319.30	2.57	0.51	-31.19
1146 Holbourn	8321.40	2.57	0.51	-31.18
1146 Holbourn	8323.60	2.47	0.41	-25.02
1146 Holbourn	8325.70	2.52	0.46	-28.09
1146 Holbourn	8327.80	2.59	0.53	-32.39
1146 Holbourn	8330.00	2.58	0.52	-31.76
1146 Holbourn	8332.10	2.49	0.43	-26.22
1146 Holbourn	8334.20	2.60	0.54	-32.98
1146 Holbourn	8338.50	2.54	0.48	-29.27
1146 Holbourn	8340.60	2.54	0.48	-29.26
1146 Holbourn	8342.80	2.49	0.43	-26.18
1146 Holbourn	8344.90	2.51	0.45	-27.40
1146 Holbourn	8347.00	2.40	0.34	-20.62
1146 Holbourn	8349.20	2.44	0.37	-23.07
1146 Holbourn	8351.30	2.44	0.37	-23.07
1146 Holbourn	8353.40	2.37	0.30	-18.75
1146 Holbourn	8355.60	2.49	0.42	-26.13
1146 Holbourn	8357.70	2.56	0.49	-30.43
1146 Holbourn	8359.80	2.54	0.47	-29.19
1146 Holbourn	8362.00	2.44	0.37	-23.03
1146 Holbourn	8364.10	2.36	0.29	-18.09
1146 Holbourn	8366.20	2.28	0.21	-13.16
1146 Holbourn	8368.40	2.43	0.36	-22.39
1146 Holbourn	8370.50	2.32	0.25	-15.61
1146 Holbourn	8372.60	2.41	0.34	-21.14
1146 Holbourn	8374.80	2.49	0.42	-26.05
1146 Holbourn	8376.90	2.44	0.37	-22.97
1146 Holbourn	8379.00	2.54	0.47	-29.11
1146 Holbourn	8381.20	2.55	0.48	-29.72
1146 Holbourn	8383.30	2.25	0.18	-11.25
1146 Holbourn	8385.40	2.30	0.23	-14.32
1146 Holbourn	8387.50	2.16	0.09	-5.70
1146 Holbourn	8390.10	2.28	0.21	-13.07
1146 Holbourn	8392.20	2.38	0.31	-19.22
1146 Holbourn	8394.40	2.60	0.53	-32.75
1146 Holbourn	8396.50	2.49	0.42	-25.97
1146 Holbourn	8398.60	2.54	0.47	-29.04
1146 Holbourn	8400.80	2.31	0.24	-14.87
1146 Holbourn	8402.90	2.46	0.39	-24.10
1146 Holbourn	8405.00	2.47	0.40	-24.70
1146 Holbourn	8407.20	2.37	0.30	-18.54
1146 Holbourn	8409.30	2.38	0.31	-19.15
1146 Holbourn	8411.40	2.45	0.38	-23.45
1146 Holbourn	8413.60	2.24	0.17	-10.52
1146 Holbourn	8415.70	2.44	0.37	-22.82
1146 Holbourn	8417.80	2.48	0.41	-25.27
1146 Holbourn	8420.00	2.40	0.33	-20.34
1146 Holbourn	8422.10	2.62	0.55	-33.87
1146 Holbourn	8424.20	2.54	0.47	-28.94
1146 Holbourn	8426.40	2.38	0.31	-19.08
1146 Holbourn	8428.50	2.69	0.62	-38.15
1146 Holbourn	8430.60	2.67	0.60	-36.91
1146 Holbourn	8432.80	2.55	0.48	-29.52
1146 Holbourn	8434.90	2.41	0.34	-20.90
1146 Holbourn	8437.00	2.53	0.46	-28.27
1146 Holbourn	8439.20	2.42	0.35	-21.50
1146 Holbourn	8441.30	2.46	0.39	-23.95
1146 Holbourn	8443.40	2.44	0.37	-22.71
1146 Holbourn	8445.60	2.42	0.35	-21.47
1146 Holbourn	8447.70	2.38	0.31	-19.00
1146 Holbourn	8449.80	2.43	0.36	-22.07
1146 Holbourn	8452.00	2.35	0.28	-17.14
1146 Holbourn	8454.10	2.46	0.39	-23.90
1146 Holbourn	8456.20	2.39	0.32	-19.58
1146 Holbourn	8458.40	2.38	0.31	-18.96
1146 Holbourn	8460.50	2.34	0.27	-16.49
1146 Holbourn	8462.60	2.46	0.39	-23.87
1146 Holbourn	8464.80	2.29	0.22	-13.40
1146 Holbourn	8466.90	2.33	0.26	-15.85
1146 Holbourn	8469.00	2.33	0.26	-15.84
1146 Holbourn	8473.30	2.28	0.21	-12.75
1146 Holbourn	8475.40	2.38	0.31	-18.89
1146 Holbourn	8477.60	2.44	0.37	-22.58
1146 Holbourn	8479.70	2.57	0.50	-30.57
1146 Holbourn	8481.80	2.40	0.33	-20.10
1146 Holbourn	8484.00	2.47	0.40	-24.40
1146 Holbourn	8486.10	2.46	0.39	-23.77
1146 Holbourn	8488.20	2.31	0.24	-14.54
1146 Holbourn	8492.50	2.36	0.29	-17.60
1146 Holbourn	8494.60	2.36	0.29	-17.59
1146 Holbourn	8496.80	2.28	0.21	-12.66
1146 Holbourn	8498.90	2.30	0.23	-13.88
1146 Holbourn	8503.10	2.42	0.35	-21.25
1146 Holbourn	8505.30	2.37	0.30	-18.17
1146 Holbourn	8507.40	2.93	0.86	-52.62
1146 Holbourn	8509.50	2.64	0.57	-34.77
1146 Holbourn	8511.70	2.60	0.52	-32.31
1146 Holbourn	8513.80	2.47	0.39	-24.30
1146 Holbourn	8515.90	2.41	0.33	-20.60
1146 Holbourn	8518.10	2.47	0.39	-24.29
1146 Holbourn	8520.20	2.36	0.28	-17.51
