order	family	genus	accepted_name	status	gen_lvl_status	cc	state	locality	formation	period	epoch	Sub_epoch	stage	min_ma	max_ma	collection_no	authorizer	primary_reference
	Herpetotheriidae	Rumiodon	Rumiodon	extinct	extinct	Peru	Loreto	Contamana		Paleogene	Oligocene	Early Oligocene	Early Oligocene	37.71	47.8	144474	J. Zijlstra	P. Antoine, M. A. Abello, and S. Adnet, A. J. A. Sierra, P. Baby, G. Billet, M. Boivin, Y. Calderón, A. Candela, J. Chabain, F. Corfu. 2016. A 60-million-year Cenozoic history of western Amazonian ecosystems in Contamana, eastern Peru. Gondwana Research 31:30-59
	Peradectidae	Caroloameghinia	Caroloameghinia_mater	extinct	extinct	Argentina	Chubut			Paleogene	Eocene	Bartonian	Bartonian	38	41.2	13779	J. Zijlstra	G. G. Simpson. 1948. The beginning of the age of mammals in South America. Part I. Bulletin of the American Museum of Natural History 91:1-232
	Peradectidae	Caroloameghinia	Caroloameghinia_tenuis	extinct	extinct	Argentina	Chubut			Paleogene	Eocene	Middle Eocene	Middle Eocene	37.71	47.8	176285	J. Zijlstra	G. G. Simpson. 1948. The beginning of the age of mammals in South America. Part I. Bulletin of the American Museum of Natural History 91:1-232
	Protodidelphidae	Protodidelphis	Protodidelphis	extinct	extinct	Argentina	Chubut			Paleogene	Eocene	Late Paleocene-Early Eocene	Late Paleocene-Early Eocene	47.8	59.2	176059	J. Zijlstra	M. F. Tejedor, F. J. Goin, and J. N. Gelfo, G. López, M. Bond, A. A. Carlini, G. J. Scillato-Yané, M. O. Woodburne, L. Chornogubsky, E. Aragón, M. A. Reguero, N. J. Czaplewski, S. Vincon, G. M. Martin, M. R. Ciancio. 2009. New Early Eocene mammalian fauna from western Patagonia, Argentina. American Museum Novitates 3638:1-43
	Protodidelphidae	Protodidelphis	Protodidelphis_mastodontoides	extinct	extinct	Brazil	Rio de Janeiro	Cabucu		Paleogene	Eocene	Late Paleocene-Early Eocene	Late Paleocene-Early Eocene	47.8	59.2	118314	P. Mannion	E. V. Oliveira and F. J. Goin. 2011. A reassessment of bunodont metatherians from the Paleogene of Itaborai (Brazil): Systematics and the age of the Itaborian SALMA. Revista Brasileira de Paleontologia 14(2):105-136
	Sternbergiidae	Carolopaulacoutoia	Carolopaulacoutoia	extinct	extinct	Argentina	Chubut			Paleogene	Eocene	Late Paleocene-Early Eocene	Late Paleocene-Early Eocene	47.8	59.2	133040	P. Mannion	E. V. Oliveira and F. J. Goin. 2011. A reassessment of bunodont metatherians from the Paleogene of Itaborai (Brazil): Systematics and the age of the Itaborian SALMA. Revista Brasileira de Paleontologia 14(2):105-136
	Sternbergiidae	Carolopaulacoutoia	Carolopaulacoutoia_itaboraiensis	extinct	extinct	Brazil	Rio de Janeiro	Cabucu		Paleogene	Eocene	Late Paleocene-Early Eocene	Late Paleocene-Early Eocene	47.8	59.2	118314	J. Zijlstra	E. V. Oliveira and F. J. Goin. 2015. A new species of Gaylordia Paula Couto (Mammalia, Metatheria) from Itaboraí, Brazil. Revista Brasileira de Paleontologia 18(1):97-108
	Sternbergiidae	Didelphopsis	Didelphopsis	extinct	extinct	Argentina	Chubut			Paleogene	Paleocene	Late Paleocene-Early Eocene	Late Paleocene-Early Eocene	47.8	59.2	95914	J. Zijlstra	A. M. Forasiepi and G. W. Rougier. 2009. Additional data on early Paleocene metatherians (Mammalia) from Punta Peligro (Salamanca Formation, Argentina): comments based on petrosal morphology. Journal of Zoological Systematics and Evolutionary Research 47(4):391-398
	Sternbergiidae	Didelphopsis	Didelphopsis_cabrerai	extinct	extinct	Brazil	Rio de Janeiro	Cabucu		Paleogene	Eocene	Late Paleocene-Early Eocene	Late Paleocene-Early Eocene	47.8	59.2	118314	P. Mannion	C. d. Paula Couto. 1952. Fossil mammals from the beginning of the Cenozoic in Brazil. Marsupialia: Didelphidae. American Museum Novitates 1567:1-26
	Sternbergiidae	Itaboraidelphys	Itaboraidelphys	extinct	extinct	Argentina	Chubut			Paleogene	Eocene	Ypresian	Ypresian	47.8	56	176059	J. Zijlstra	M. F. Tejedor, F. J. Goin, and J. N. Gelfo, G. López, M. Bond, A. A. Carlini, G. J. Scillato-Yané, M. O. Woodburne, L. Chornogubsky, E. Aragón, M. A. Reguero, N. J. Czaplewski, S. Vincon, G. M. Martin, M. R. Ciancio. 2009. New Early Eocene mammalian fauna from western Patagonia, Argentina. American Museum Novitates 3638:1-43
	Sternbergiidae	Itaboraidelphys	Itaboraidelphys_camposi	extinct	extinct	Brazil	Rio de Janeiro	Cabucu		Paleogene	Eocene	Early Eocene	Early Eocene	47.8	56	118314	J. Zijlstra	L. G. Marshall and C. de Muizon. 1984. Un nouveau Marsupial didelphidé (Itaboraidelphys camposi nov. gen., nov. sp.) du Paléocène moyen (Itaboraïen) de Sao José de Itaborai (Brésil) l. Comptes Rendus de l'Académie des Sciences de Paris, series II 299(18):1297-1300
Artiodactyla	Camelidae	Eulamaops	Eulamaops	extinct	extinct	Argentina	Buenos Aires			Quaternary	Pleistocene	Pleistocene	Lujanian	0.0117	2.58	71303	J. Alroy	E. P. Tonni, J. L. Prado, and AN Menegaz, MC Salemme. 1985. La Unidad Mamifero (Fauna) Lujanense. Proyeccion de la Estratigrafia Mamaliana al Cuaternario de la Region Pampeana. Ameghiniana 22(3-4):255-261
Artiodactyla	Camelidae	Hemiauchenia	Hemiauchenia_a	extinct	extinct	Argentina	Buenos Aires			Quaternary	Pleistocene	Pleistocene	Pleistocene	0.0117	2.58	71316	J. Alroy	C. M. Deschamps and A. M. Borromei. 1992. La fauna de vertebrados pleistocénicos del Bajo San José (provincia de Buenos Aires, Argentina). Aspectos paleoambientales. Ameghiniana 29(2):177-183
Artiodactyla	Camelidae	Hemiauchenia	Hemiauchenia_a	extinct	extinct	Argentina	Buenos Aires			Quaternary	Pleistocene	Pleistocene	Ensenadan	0.0117	2.58	199170	P. Mannion	A. L. Cione and E. P. Tonni. 1996. Reassesment of the Pliocene-Pleistocene continental time scale of Southern South America. Correlation of the type Chapadmalalan with Bolivian sections. Journal of South American Earth Sciences 9(3/4):221-236
Artiodactyla	Camelidae	Hemiauchenia	Hemiauchenia_a	extinct	extinct	Argentina	Buenos Aires			Neogene	Pliocene	Early Pliocene	Chapadmalan	3.6	5.333	203907	P. Holroyd	G.nM. Gasparini, M. De los Reyes, and A. Francia, C. S. Scherer, D. G. Poiré. 2017. The oldest record of Hemiauchenia Gervais and Ameghino (Mammalia, Cetartiodactyla) in South America: Comments about its paleobiogeographic and stratigraphic implications. Geobios 50:141-153
Artiodactyla	Camelidae	Hemiauchenia	Hemiauchenia_paradoxa	extinct	extinct	Argentina	Buenos Aires	Luján	Lujan (Guerrero mb)	Quaternary	Pleistocene	Pleistocene	Lujanian	0.0117	2.58	71303	J. Alroy	E. P. Tonni, J. L. Prado, and AN Menegaz, MC Salemme. 1985. La Unidad Mamifero (Fauna) Lujanense. Proyeccion de la Estratigrafia Mamaliana al Cuaternario de la Region Pampeana. Ameghiniana 22(3-4):255-261
Artiodactyla	Camelidae	Hemiauchenia	Hemiauchenia_b	extinct	extinct	Brazil	Ceara			Quaternary	Pleistocene	Pleistocene	Pleistocene	0.0117	2.58	71301	J. Alroy	C. D. Paula Couto. 1980. Fossil Pleistocene to Sub-Recent Mammals from Northeastern Brazil.  I - Edentata Megalonychidae. Anais da Academia Brasileira de Ciencas 52(1):143-151
Artiodactyla	Camelidae	Hemiauchenia	Hemiauchenia_c	extinct	extinct	Uruguay				Quaternary	Pleistocene	Pleistocene	Pleistocene	0.0117	2.58	211646	P. Mannion	M. Ubilla, D. Perea, and A. Rinderknecht, A. Corona. 2009. Pleistocene mammals from Uruguay: Biostratigraphic, biogeographic and environmental connotations. Quaternário do Rio Grande do Sul. Sociedade Brasileira de Paleontología.
Artiodactyla	Camelidae	Hemiauchenia	Hemiauchenia_paradoxa	extinct	extinct	Uruguay	Salto	Paso Muñoz Bridge	Sopas	Quaternary	Pleistocene	Pleistocene	Lujanian	0.0117	2.58	140159	P. Mannion	M. Ubilla, D. Perea, and A. Rinderknecht, A. Corona. 2009. Pleistocene mammals from Uruguay: Biostratigraphic, biogeographic and environmental connotations. Quaternário do Rio Grande do Sul. Sociedade Brasileira de Paleontología.
Artiodactyla	Camelidae	Hemiauchenia	Hemiauchenia_c	extinct	extinct	Uruguay	Montevideo			Quaternary	Pleistocene	Middle Pleistocene-Late Pleistocene	Middle Pleistocene-Late Pleistocene	0.0117	0.7774	120884	M. Uhen	H. Alvargenga, W. Jones, and A. Riderknecht. 2010. The youngest record of phorusrhacid birds (Aves, Phorusrhacidae) from the late Pleistocene of Uruguay. Neues Jahrbuch für Geologie und Paläontologie - Abhandlungen 256(2):229-234
Artiodactyla	Camelidae	Hemiauchenia	Hemiauchenia_paradoxa	extinct	extinct	Bolivia	Tarija	Tarija		Quaternary	Pleistocene	Ensenadan -  Lujanian	Ensenadan -  Lujanian	0.781	1.06	142016	C. Jaramillo	M. Boule and A. Thevenin. 1920. Mammiféres fossiles de Tarija.. Imprimerie nationale.
Artiodactyla	Camelidae	Hemiauchenia	Hemiauchenia_paradoxa	extinct	extinct	Chile				Quaternary	Pleistocene	Pleistocene	Pleistocene	0.0117	2.58	190058	M. Uhen	M. Pino, M. Hoffmeister, and X. N. Harris, R. Labarca. 2013. The late Pleistocene Pilauco site, Osorno, south-central Chile. Quatenary International  229:3-12
Artiodactyla	Camelidae	Lama	Lama_guanicoe	extant	extant	Argentina	Buenos Aires	Río Quequén Grande (Paso Otero)	Lujan (Guerrero mb)	Quaternary	Pleistocene	Pleistocene	Lujanian	0.0117	2.58	71286	J. Alroy	J.L. Prado, A.N. Menegaz, and EP Tonni, MC Salemme. 1987. Los Mamiferos de la Fauna Local Paso Otero (Pleistoceno Tardio), Provincia de Buenos Aires. Aspectos Paleoambientales y Biostratigraficos. Ameghiniana 24(3-4):217-233
Artiodactyla	Camelidae	Lama	Lama_a	extinct	extant	Argentina	Buenos Aires			Neogene	Pliocene	Late Pliocene	Late Pliocene	2.58	3.6	199155	P. Mannion	A. L. Cione and E. P. Tonni. 1996. Reassesment of the Pliocene-Pleistocene continental time scale of Southern South America. Correlation of the type Chapadmalalan with Bolivian sections. Journal of South American Earth Sciences 9(3/4):221-236
Artiodactyla	Camelidae	Lama	Lama_a	extinct	extant	Argentina	Buenos Aires			Neogene	Pliocene	Early Pliocene	Chapadmalan	3.6	5.333	202340	P. Mannion	M. de los Reyes, D. Poiré, and L. Soibelzon, A. E. Zurita, M. J. Arrouy. 2013. First evidence of scavenging of a Glyptodont (Mammalia, Glyptodontidae) from the Pliocene of the Pampean region (Argentina): taphonomic and paleoecological remarks. Palaeontologia Electronica 16(2):1-13
Artiodactyla	Camelidae	Lama	Lama_gracilis	extinct	extant	Argentina	Buenos Aires	Bajo San José	Lower Section	Quaternary	Pleistocene	Pleistocene	Bonaerian	0.0117	2.58	71316	J. Alroy	C. M. Deschamps and A. M. Borromei. 1992. La fauna de vertebrados pleistocénicos del Bajo San José (provincia de Buenos Aires, Argentina). Aspectos paleoambientales. Ameghiniana 29(2):177-183
Artiodactyla	Camelidae	Lama	Lama_guanicoe	extant	extant	Argentina	Buenos Aires	Arroyo Napostá Grande	Agua Blanca (Superior)	Quaternary	Holocene	Holocene	Platan	0	0.0117	63340	D. Croft	C. M. Deschamps and E. P. Tonni. 1992. Los vertebrados del Pleistoceno tardío del arroyo Napostá Grande, provincia de Buenos Aires. Aspectos paleoambientales. Ameghiniana 29(3):201-210
Artiodactyla	Camelidae	Lama	Lama_guanicoe	extant	extant	Argentina	Buenos Aires			Quaternary	Pleistocene	Late Pleistocene-Late Holocene	Late Pleistocene-Late Holocene	0	0.126	71348	J. Alroy	G. G. Politis and M.C. Salemme. 1990. Pre-Hispanic mammal exploitation and hunting strategies in the eastern Pampa subregion of Argentina.  In L. B. Davis and  B. O. K. Reeves (eds.), Hunters of the Recent Past
Artiodactyla	Camelidae	Lama	Lama_glama	extant	extant	Bolivia	Tarija	Tarija		Quaternary	Pleistocene	Ensenadan -  Lujanian	Ensenadan -  Lujanian	0.781	1.06	70673	D. Croft	L. G. Marshall and T. Sempere. 1991. The Eocene to Pleistocene vertebrates of Bolivia and their stratigraphic context: a review.  In R. Suárez-Soruco (ed.), Fósiles y Facies de Bolivia - Vol. 1 Vertebrados (Revista Ténica de YPFB) 12(3-4):631-652
Artiodactyla	Camelidae	Lama	Lama_guanicoe	extant	extant	Brazil	Bahia	Toca da Boa Vista		Quaternary	Pleistocene	Pleistocene	Lujanian	0.0117	2.58	71313	J. Alroy	C. Cartelle and W. C. Hartwig. 1996. A new extinct primate among the Pleistocene megafauna of Bahia, Brazil. Proceedings of the National Academy of Sciences 93:6405-6409
Artiodactyla	Camelidae	Lama	Lama_guanicoe	extant	extant	Chile				Quaternary	Pleistocene	Pleistocene	Pleistocene	0.0117	2.58	71342	J. Alroy	M. T. Alberdi, A.N. Menegaz, and JL Prado. 1987. Formas Terminales de Hippidion (Mammalia, Perissodactyla) de los Yacimientos del Pleistoceno Tardio-Holoceno de la Patagonia (Argentina y Chile). Estudios Geologia 43:107-115
Artiodactyla	Camelidae	Palaeolama	Palaeolama_a	extinct	extinct	Argentina	Buenos Aires			Quaternary	Pleistocene	Pleistocene	Ensenadan	0.0117	2.58	36611	J. Alroy	E. P. Tonni. 1970. Zonotrichia robusta n.sp. (Aves, Passeriformes, Emberizidae) from middle Pleistocene of Buenos Aires Province. Ameghiniana 7:161-165
Artiodactyla	Camelidae	Palaeolama	Palaeolama_a	extinct	extinct	Argentina	Cordoba			Quaternary	Pleistocene	Pleistocene	Pleistocene	0.0117	2.58	191130	E. Vlachos	C. A. Luna and M. C. Prieto. 2013. Los fosiles de la Formacion Lagunilla del Plata (Pleistoceno tardio) Provincia de Cordoba, Argentina. Ameghiniana 50(6):57-57
Artiodactyla	Camelidae	Palaeolama	Palaeolama_b	extinct	extinct	Bolivia				Quaternary	Pleistocene	Pleistocene	Ensenadan	0.0117	2.58	71322	J. Alroy	R. Hoffstetter. 1968. Bull Mus Nat Hist Natur 40:823-836
Artiodactyla	Camelidae	Palaeolama	Palaeolama_b	extinct	extinct	Bolivia	Tarija			Quaternary	Pleistocene	Pleistocene	Pleistocene	0.0117	2.58	142158	C. Jaramillo	M. Coltorti, L. Abbazzi, and M. P. Ferretti, P. Iacumin, F. Paredes-Rios, M. Pellegrini, P. Pieruccini, M. Rustioni, G. Tito, L. Rook. 2007. Last glacial mammals in South America: a new scenario from the Tarija basin (Bolivia). Naturwissenschaften 94:288-299
Artiodactyla	Camelidae	Palaeolama	Palaeolama_crequii	extinct	extinct	Bolivia	Tarija	Tarija		Quaternary	Pleistocene	Ensenadan -  Lujanian	Ensenadan -  Lujanian	0.781	1.06	142016	C. Jaramillo	M. Boule and A. Thevenin. 1920. Mammiféres fossiles de Tarija.. Imprimerie nationale.
Artiodactyla	Camelidae	Palaeolama	Palaeolama_c	extinct	extinct	Brazil	Bahia			Quaternary	Pleistocene	Pleistocene	Pleistocene	0.0117	2.58	71295	J. Alroy	H. Lumley, M.-A. Lumley, and M. da C. de Moraes Coutinho Beltrao, Y. Yokoyama, J. Labeyrie, J. Danon, G. Delibrias, C. Falgueres, J. L. Bischoff. 1987. L'Anthropologie 91:917-942
Artiodactyla	Camelidae	Palaeolama	Palaeolama_c	extinct	extinct	Brazil	Piauí			Quaternary	Pleistocene	Pleistocene-Holocene	Pleistocene-Holocene	0	2.58	211633	P. Mannion	L. Kerber, E. L. Mayer, and A. M. Ribeiro, M. G. Vucetich. 2016. Late Quaternary caviomorph rodents (Rodentia: Hystricognathi) from the Serra da Capivara, northeastern Brazil, with description of a new taxon. Historical Biology 28(4):439-458
Artiodactyla	Camelidae	Palaeolama	Palaeolama_d	extinct	extinct	Chile				Quaternary	Pleistocene	Pleistocene	Pleistocene	0.0117	2.58	71265	J. Alroy	L. Nunez. 1983. Paleoindian and Archaic cultural periods in the Arid and Semiarid regions of northern Chile. Advances in World Archaeology 2:161-203
Artiodactyla	Camelidae	Palaeolama	Palaeolama_crassa	extinct	extinct	Ecuador	Pichincha	Tumbaco	Cangahua	Quaternary	Pleistocene	Pleistocene	Pleistocene	0.0117	2.58	133659	C. Jaramillo	R. Hoffstetter. 1952. Les Mammiferes Pleistocenes de la Republique de L´Equateur. Memoires de la Societe Geologique de France 66:1-391
Artiodactyla	Camelidae	Palaeolama	Palaeolama_e	extinct	extinct	Paraguay				Quaternary	Pleistocene	Pleistocene	Pleistocene	0.0117	2.58	71292	J. Alroy	R. Hoffstetter. 1978. C R somm Soc geol Fr 1978:32-33
Artiodactyla	Camelidae	Palaeolama	Palaeolama_f	extinct	extinct	Peru	Arequipa			Quaternary	Pleistocene	Late Pliocene-Early Pleistocene	Late Pliocene-Early Pleistocene	0.781	3.6	144953	C. Jaramillo	R. Salas, M. Stucchi, and TJ Devries. 2003. The Presence of Plio-Pleistocene Paleolama sp. (Artiodactyla: Camelidae) on the southern coast of Peru. Boletín del Instituto francés de Estudios Andinos 32(2):347-359
Artiodactyla	Camelidae	Palaeolama	Palaeolama_f	extinct	extinct	Peru	Piura			Quaternary	Pleistocene	Pleistocene	Lujanian	0.0117	2.58	145500	C. Jaramillo	F. Pujos and R. Salas. 2004. A systematic reassessment and paleogeographic review of fossil Xenarthra from Peru. Bulletin de l'institut Francais d'Études Andines 33:331-377
Artiodactyla	Camelidae	Palaeolama	Palaeolama_f	extinct	extinct	Peru	Piura	La Brea		Quaternary	Pleistocene	Pleistocene	Pleistocene	0.0117	2.58	144976	C. Jaramillo	C. S. Churcher. 1959. Fossil Canis from the Tar Pits of La Brea, Peru. Science. American Association for the Advancement of Science. 130(3375):564-565
Artiodactyla	Camelidae	Palaeolama	Palaeolama_weddelli	extinct	extinct	Uruguay				Neogene	Pliocene	Montehermosan-Ensenadan	Montehermosan-Ensenadan	0.781	5.333	71310	J. Alroy	A. Mones. 1988. Notas Paleontologicas Uruguayas, IV.  Nuevos Registros de Mamiferos Fosiles de la Formacion San Jose (Plioceno-Pleistoceno Inferior) (Mammalia: Xenartha; Artiodactyla; Rodentia). Comunicaciones Paleontologicas del Museo de Historia Natural de Montevideo 1(20):255-270
Artiodactyla	Camelidae	Palaeolama (Palaeolama)	Palaeolama (Palaeolama)	extinct	extinct	Venezuela	Zulia			Quaternary	Pleistocene	Pleistocene	Pleistocene	0.0117	2.58	63515	J. Alroy	A. D. Rincón, M. T. Alberdi, and J. L. Prado. 2006. Nuevo registro de Equus (Amerhippus) santaeelenae (Mammalia, Perissodactyla) del pozo de asfalto de Inciarte (Pleistoceno Superior), estado Zulia, Venezuela. Ameghiniana 43(3):529-538
Artiodactyla	Camelidae	Palaeolama (Palaeolama)	Palaeolama_(Palaeolama)	extinct	extinct	Brazil	Rio Grande do Norte			Quaternary	Pleistocene	Late Pleistocene-Late Holocene	Late Pleistocene-Late Holocene	0	0.126	148309	C. Jaramillo	K. O. Porpino, M. F. Santos, and L. P. Bergqvist. 2004. Registros de mamíferos fósseis no Lajedo de Soledade, Apodi, Rio Grande do Norte, Brasil. Revista Brasileira de Paleontologia 7(3):349-358
Artiodactyla	Camelidae	Palaeolama (Palaeolama)	Palaeolama_(Palaeolama)	extinct	extinct	Brazil	Piaui			Quaternary	Pleistocene	Pleistocene	Pleistocene	0.0117	2.58	71331	P. Mannion	C. Guerin, M. A. Curvello, and M. Faure, M. Hugueney, C. Mourer-Chauvire. 1993. La Faune Pleistocene du Piaui (Nordeste du Bresil): Implications Paleoecologiques et Biochronologiques. Quaternaria Nova 111:303-341
Artiodactyla	Camelidae	Palaeolama (Palaeolama)	Palaeolama_(Palaeolama)	extinct	extinct	Brazil	Mato Grosso do Sul			Quaternary	Pleistocene	Pleistocene-Holocene	Pleistocene-Holocene	0	2.58	92814	J. Alroy	L. O. Salles, C. Cartelle, and P. G. Guedes, P. C. Boggiani, A. Janoo, C. A. M. Russo. 2006. Quaternary mammals from Serra do Bodoquena, Mato Grosso do Sul, Brazil. Boletim do Museu Nacional 521:1-12
Artiodactyla	Camelidae	Palaeolama (Palaeolama)	Palaeolama_(Palaeolama)	extinct	extinct	Uruguay				Quaternary	Pleistocene	Pleistocene	Lujanian	0.0117	2.58	71274	J. Alroy	M. Ubilla and M. T. Alberdi. 1990. Hippidion sp. (Mammalia, Perissodactyla, Equidae) en Sedimentos del Pleistoceno Superior del Uruguay (Edad Mamifero Luganense). Estudios Geologia 46:453-464
Artiodactyla	Camelidae	Vicugna	Vicugna_vicugna	extant	extant	Peru	Puno	Casa del Diablo cave		Quaternary	Pleistocene	Pleistocene	Pleistocene	0.0117	2.58	145248	P. Mannion	N. A. Villavicencio and L. Werdelin. 2018. The Casa del Diablo cave (Puno, Peru) and the late Pleistocene demise\r\nof megafauna in the Andean Altiplano. Quaternary Science Reviews 195:21-31
Artiodactyla	Camelidae	Vicugna	Vicugna_vicugna	extant	extant	Argentina	Tucuman	Tafi del Valle		Quaternary	Pleistocene	Pleistocene	Lujanian	0.0117	2.58	216684	P. Mannion	P. E. Ortiz, D. A. Garcia-Lopez, and M. C. Madozzo Jaen, G. I. Esteban. 2019. Síntesis actualizada del registro paleontológico pleistoceno en el Noroeste argentino. Mioceno al Pleistoceno del centro y norte de Argentina
Artiodactyla	Cervidae	Agalmaceros	Agalmaceros	extinct	extinct	Peru	Puno			Quaternary	Pleistocene	Pleistocene	Lujanian	0.0117	2.58	145248	P. Mannion	N. A. Villavicencio and L. Werdelin. 2018. The Casa del Diablo cave (Puno, Peru) and the late Pleistocene demise\r\nof megafauna in the Andean Altiplano. Quaternary Science Reviews 195:21-31
Artiodactyla	Cervidae	Agalmaceros	Agalmaceros_blicki	extinct	extinct	Ecuador	Pichincha			Quaternary	Pleistocene	Pleistocene	Pleistocene	0.0117	2.58	133639	C. Jaramillo	R. Hoffstetter. 1952. Les Mammiferes Pleistocenes de la Republique de L´Equateur. Memoires de la Societe Geologique de France 66:1-391
Artiodactyla	Cervidae	Antifer	Antifer_a	extinct	extinct	Argentina	Buenos Aires			Quaternary	Pleistocene	Pleistocene	Pleistocene	0.0117	2.58	203909	P. Holroyd	N.R. Chimento, J.I. Zuccari, and JM Marchetto, L. Berbach. 2019. Nuevos Restos de Ciervos (Cervidae, Mammalia) Para el Pleistoceno de la Región Pampeana (Argentina): Consideraciones Paleobiogeográficas y Paleoecológicas. Revista Brasileira de Paleontologia 22(1):67-85
Artiodactyla	Cervidae	Antifer	Antifer_crassus	extinct	extinct	Argentina	Buenos Aires			Neogene	Pliocene	Late Pliocene	Late Pliocene	2.58	3.6	53926	M. Uhen	C. Rusconi. 1934. Tercera noticia sobre los vertebrados fosiles de las Arenas Puelchenses de Villa Ballester. Anales de la Socieded Cientifica Argentina 117:19-37
Artiodactyla	Cervidae	Antifer	Antifer_ultra	extinct	extinct	Argentina	Entre Ríos	Ensenada Creek	Salto Ander Egg (SS2)	Quaternary	Pleistocene	Pleistocene	Lujanian	0.0117	2.58	203955	P. Holroyd	B.S. Ferrero, J.I. Noriega, and E. Brunetto, NN Otaño. 2017. Vertebrate continental assemblage from the Last Interglacial in southern South America (Entre Ríos, Argentina). Biostratigraphy and paleoenvironment. Palaeogeography, Palaeoclimatology, Palaeoecology 466:89-99
